Make,Model,Year,Style,Distance,Engine_capacity,Fuel_type,Transmission,Price
Opel,Astra,2006,Universal,280000,1300,Diesel,Manual,3500
Toyota,Auris,2010,Hatchback,280000,1400,Diesel,Manual,6299
Dacia,Duster,2019,Crossover,3400,1500,Diesel,Manual,13900
Dacia,Duster,2018,Crossover,21000,1500,Diesel,Manual,13200
Nissan,Almera,2005,Sedan,0,1500,Metan/Propan,Manual,2800
Peugeot,407,2005,Universal,290,1560,Diesel,Manual,4700
Peugeot,407,2005,Universal,290,1560,Diesel,Manual,4700
Citroen,Nemo,2012,Minivan,1,1400,Metan/Propan,Manual,4300
Opel,Astra,2007,Universal,308869,1700,Diesel,Manual,4200
Lexus,LX Series,2000,SUV,0,4700,Metan/Propan,Automatic,15000
Fiat,Punto,2006,Coupe,1111,1400,Metan/Propan,Automatic,3000
Opel,Astra,2002,Universal,0,1600,Metan/Propan,Manual,3000
Mercedes,E Class,1996,Sedan,350000,3000,Diesel,Automatic,4600
Volkswagen,Caddy,2007,Minivan,450000,1900,Diesel,Manual,3600
Honda,CR-V,2007,SUV,230,200,Petrol,Manual,9499
Vaz,2113,1996,SUV,111,1600,Petrol,Manual,1700
Mini,Countryman,2011,Crossover,79350,1800,Petrol,Automatic,12000
Audi,A4,1996,Sedan,111111,1600,Petrol,Manual,2100
Skoda,Yeti,2014,SUV,1230000,1400,Petrol,Manual,6500
KIA,Cerato,2009,Hatchback,187000,1500,Diesel,Manual,2800
Toyota,Yaris,2010,Hatchback,123000,1300,Petrol,Manual,3400
Renault,Scenic,2012,Universal,123000,1500,Diesel,Manual,4950
Opel,Zafira,2005,Minivan,190000,1600,Metan/Propan,Manual,3299
Infiniti,FX,2012,Crossover,190000,3000,Diesel,Automatic,11000
Opel,Zafira,2007,Minivan,163000,1800,Petrol,Manual,4399
Infiniti,QX Series,2014,Crossover,50000,5562,Petrol,Automatic,29000
Land Rover,Freelander,2012,Crossover,122000,2200,Diesel,Automatic,5799
BMW,X5,2006,SUV,123000,3000,Metan/Propan,Automatic,8299
Volkswagen,Golf,2015,Universal,45000,1600,Diesel,Manual,6499
Renault,Kadjar,2016,Crossover,107000,1500,Diesel,Automatic,11999
Toyota,Auris,2011,Hatchback,200000,1400,Diesel,Manual,6999
Renault,Kangoo,2007,Universal,163000,1500,Diesel,Manual,2599
Suzuki,Ignis,2007,SUV,190000,1500,Petrol,Manual,2699
Volkswagen,Passat,2004,Sedan,190000,1900,Diesel,Manual,3299
Mercedes,GL Class,2016,SUV,40000,3000,Diesel,Automatic,18599
Dacia,Duster,2013,SUV,1230000,1500,Diesel,Manual,6950
Hyundai,Tucson,2012,SUV,1230000,2000,Petrol,Automatic,9000
Renault,Grand Scenic,2012,Microvan,198400,1500,Diesel,Automatic,7500
Land Rover,Discovery Sport,2012,Crossover,201000,3000,Diesel,Automatic,22300
Nissan,Leaf,2014,Sedan,70360,1500,Electric,Automatic,8400
Renault,Scenic,2005,Microvan,180,1500,Diesel,Manual,2850
Toyota,Corolla,2005,Universal,290000,1400,Diesel,Manual,2500
Renault,Kadjar,2016,SUV,174000,1499,Diesel,Manual,11200
Volvo,XC90,2015,SUV,110000,2000,Diesel,Automatic,37000
Skoda,Superb,2012,Sedan,146600,1800,Petrol,Automatic,9999
Skoda,Fabia,2011,Universal,190000,1197,Petrol,Manual,4750
Dacia,Logan Mcv,2009,Universal,153000,1500,Diesel,Manual,4200
Hyundai,Getz,2005,Hatchback,150000,1100,Petrol,Manual,1600
Volkswagen,Passat,2008,Sedan,180000,2000,Petrol,Manual,5400
Opel,Astra,2011,Universal,111,1300,Diesel,Manual,5800
Skoda,Fabia,2006,Universal,287292,1422,Diesel,Manual,3300
Dacia,Duster,2012,Crossover,179,1600,Metan/Propan,Manual,7000
Chevrolet,Orlando,2012,Crossover,145500,1800,Metan/Propan,Automatic,8500
Vaz,Altele,1989,Universal,199888,1300,Petrol,Manual,5
Mercedes,C Class,2005,Sedan,270000,1800,Metan/Propan,Automatic,6600
Volvo,V70,2016,Universal,228,2000,Metan/Propan,Automatic,7200
Volkswagen,Jetta,2013,Sedan,198000,1400,Hybrid,Automatic,8999
Toyota,Land Cruiser Prado,2015,SUV,150000,2700,Petrol,Automatic,23499
Renault,Megane,2010,Universal,260000,1500,Diesel,Automatic,5600
BMW,X3,2011,Crossover,271340,2000,Diesel,Automatic,17750
Volkswagen,Golf,1994,Hatchback,200000,1400,Petrol,Manual,1000
BMW,7 Series,2009,Sedan,130000,4000,Petrol,Automatic,18500
Porsche,Cayenne,2008,Crossover,120000,4800,Petrol,Automatic,18000
Mercedes,E Class,2009,Sedan,230000,1800,Metan/Propan,Automatic,8850
Brilliance,BS6,2007,Sedan,40000,200,Petrol,Manual,3500
Toyota,Avensis,2005,Sedan,273000,2000,Diesel,Manual,2010
Toyota,Avensis,2005,Sedan,273000,2000,Diesel,Manual,2010
KIA,Carnival,2003,Minivan,198000,2900,Diesel,Manual,4200
Audi,Q7,2016,Crossover,65000,3000,Petrol,Automatic,47500
Audi,A4,2003,Sedan,78000,2500,Diesel,Automatic,7000
Honda,CR-V,2008,Crossover,185695,2400,Metan/Propan,Automatic,8000
Volkswagen,Passat,2000,Sedan,230,1600,Metan/Propan,Manual,3699
Land Rover,Freelander,2003,SUV,212,2000,Diesel,Automatic,5000
Hyundai,Tucson,2009,Universal,167000,2000,Metan/Propan,Manual,6590
Chevrolet,Camaro,2017,Coupe,42000,2000,Petrol,Manual,19900
Renault,Laguna,1996,Universal,240000,1996,Petrol,Manual,13000
Mercedes,E Class,1996,Sedan,365488,2985,Diesel,Manual,3200
Nissan,Qashqai,2010,SUV,163000,1500,Diesel,Manual,7500
Vaz,2101,1980,Sedan,30000,1200,Petrol,Manual,600
Audi,A5,2014,Coupe,92888,2000,Petrol,Automatic,14999
Toyota,Prius,2005,Hatchback,250000,1500,Hybrid,Automatic,5299
Honda,FR-V,2006,Minivan,184659,1668,Petrol,Manual,5699
Toyota,Prius,2007,Hatchback,210925,1500,Hybrid,Automatic,4999
Volkswagen,Jetta,2011,Sedan,140598,1984,Metan/Propan,Automatic,6099
Toyota,Avensis,2012,Universal,170000,2000,Diesel,Manual,10850
Volkswagen,Touareg,2016,Crossover,158000,3000,Diesel,Automatic,23500
BMW,5 Series,2014,Sedan,160000,300,Diesel,Automatic,17700
Volkswagen,Transporter,2012,Minivan,235200,2000,Diesel,Manual,10500
Volkswagen,Transporter,2014,Minivan,176000,2000,Diesel,Manual,9900
Volvo,400 Series,1995,Sedan,20000,1998,Metan/Propan,Manual,400
Ford,Fusion,2013,Sedan,204800,2000,Plug-in Hybrid,Automatic,11800
Volvo,XC60,2012,Crossover,251000,2400,Diesel,Automatic,14500
Peugeot,508,2014,Universal,199820,1600,Diesel,Manual,11000
Opel,Corsa,2007,Hatchback,38000,1300,Diesel,Manual,3400
Honda,CR-V,2008,Crossover,235000,2000,Petrol,Manual,10500
Citroen,Berlingo,2002,Minivan,309000,2000,Diesel,Manual,30000
Fiat,Doblo,2008,Minivan,215000,1300,Diesel,Manual,4300
Renault,Scenic,2005,Microvan,259000,1500,Diesel,Manual,3200
Mercedes,E Class,2008,Sedan,27,1800,Metan/Propan,Automatic,8000
BMW,5 Series,1996,Sedan,458663,2000,Petrol,Manual,2500
Renault,Grand Scenic,2014,Microvan,0,1461,Diesel,Manual,7600
Renault,Kadjar,2016,SUV,178000,1500,Diesel,Automatic,11900
Skoda,Superb,2016,Sedan,165480,2000,Diesel,Automatic,14999
Opel,Zafira,2007,Universal,1,1800,Metan/Propan,Automatic,4250
Opel,Zafira,2007,Universal,1,1800,Metan/Propan,Automatic,4250
Toyota,Auris,2012,Hatchback,205480,1800,Hybrid,Automatic,7600
Mercedes,GLK Class,2012,Crossover,240000,2200,Diesel,Automatic,16900
Ford,Probe,1997,Hatchback,330000,2500,Metan/Propan,Manual,1600
Audi,100,1984,Universal,25000,2400,Metan/Propan,Manual,900
KIA,Ceed,2006,Hatchback,158888,1500,Diesel,Manual,2200
Renault,Megane,2007,Universal,153000,1500,Diesel,Manual,2100
Mitsubishi,Grandis,2005,Minivan,190533,2000,Diesel,Manual,4500
Renault,Kangoo,2012,Minivan,69143,1500,Diesel,Manual,6450
BMW,3 Series,1995,Sedan,125555,1800,Metan/Propan,Manual,2700
BMW,5 Series,2001,Sedan,125555,2500,Diesel,Manual,4200
Volkswagen,Passat,1995,Universal,91000,1900,Diesel,Manual,1700
Opel,Astra,2005,Universal,222451,1600,Metan/Propan,Manual,1950
Volkswagen,Caddy,2005,Combi,185546,1900,Diesel,Manual,1200
Renault,Clio,2001,Sedan,240000,1400,Petrol,Manual,1800
Renault,Megane,2012,Minivan,212000,150,Diesel,Manual,5700
Honda,CR-V,2010,SUV,136000,2200,Diesel,Automatic,14300
KIA,Sportage,2015,SUV,152000,2000,Diesel,Automatic,17250
Moskvich / Izh,2141,1999,Sedan,217966,1700,Petrol,Manual,1000
Hyundai,Sonata,2011,Sedan,176000,2000,Metan/Propan,Automatic,8550
Renault,Megane,2005,Microvan,4667,1500,Diesel,Manual,2100
Nissan,Juke,2011,Crossover,200000,1500,Diesel,Manual,7000
Hyundai,Sonata,2011,Sedan,176000,2000,Metan/Propan,Automatic,8550
Renault,Megane,2005,Microvan,4667,1500,Diesel,Manual,2100
Nissan,Juke,2011,Crossover,200000,1500,Diesel,Manual,7000
Volvo,S80,2007,Sedan,224000,2500,Petrol,Automatic,7000
Opel,Astra,2010,Hatchback,200000,1600,Petrol,Automatic,4000
Mazda,CX-9,2008,Crossover,160000,3700,Metan/Propan,Automatic,11000
Hyundai,Santa FE,2013,Crossover,10000,2000,Petrol,Automatic,13800
Land Rover,Discovery,2017,Crossover,65000,2994,Diesel,Automatic,41000
Toyota,Avensis,2009,Universal,220000,2000,Petrol,Automatic,8700
Volvo,S90,2016,Sedan,144000,2000,Diesel,Automatic,29500
Fiat,500,2015,Coupe,54000,1400,Petrol,Automatic,8900
Audi,A6,2014,Sedan,179000,3000,Diesel,Automatic,14900
Daihatsu,Terios,2012,Crossover,39000,1500,Petrol,Automatic,11500
BMW,i3,2018,Hatchback,56000,0,Electric,Automatic,20900
BMW,X5,2016,Crossover,128000,2000,Plug-in Hybrid,Automatic,36900
Opel,Ascona,1988,Hatchback,103500,1600,Petrol,Manual,1200
Lexus,NX Series,2016,SUV,160000,2500,Hybrid,Automatic,23999
Volvo,S80,1999,Sedan,268000,1984,Petrol,Manual,2650
Lexus,CT Series,2011,Hatchback,194000,1800,Petrol,Automatic,10500
Mercedes,E Class,2017,Sedan,1,2200,Diesel,Automatic,28000
Renault,Grand Scenic,2005,Minivan,258000,1500,Diesel,Manual,3200
Vaz,2106,1987,Sedan,9999,1500,Petrol,Manual,850
Toyota,Corolla,2007,Hatchback,200000,1400,Diesel,Automatic,5500
Opel,Omega,1994,Sedan,123456,1998,Petrol,Manual,550
BMW,5 Series,1988,Sedan,2580099,2500,Metan/Propan,Manual,2000
Dacia,Lodgy,2013,Minivan,150000,1500,Diesel,Manual,5600
Volkswagen,Touareg,2006,Crossover,168000,2495,Diesel,Manual,10000
Volkswagen,Passat,1993,Universal,11111,200,Petrol,Manual,1600
Audi,80,1993,Sedan,111111,1800,Petrol,Manual,22000
Volkswagen,Passat,1999,Combi,111111,1900,Diesel,Manual,1100
Audi,A4,1994,Universal,350000,1800,Metan/Propan,Manual,3200
Audi,A6,1995,Sedan,111111,2800,Metan/Propan,Manual,2800
Ford,C-Max,2004,Minivan,111111,1600,Diesel,Manual,3800
Ford,F-150,2010,Pickup,189000,6200,Petrol,Automatic,22600
Renault,Clio,2002,Hatchback,175000,1500,Diesel,Manual,2900
Opel,Astra,2005,Hatchback,200000,1600,Petrol,Manual,3600
Volkswagen,Golf,2017,Universal,182000,1598,Diesel,Manual,13000
Renault,Megane,2003,Sedan,224,1500,Diesel,Manual,2900
Opel,Zafira,2005,Minivan,11111,1600,Metan/Propan,Manual,2300
Hyundai,Santa FE,2007,Crossover,212000,2200,Diesel,Manual,8500
BMW,X5,2014,SUV,175000,3000,Diesel,Automatic,39999
Opel,Astra,2007,Universal,1111,1333,Diesel,Manual,2350
Audi,A6,1995,Sedan,383000,2600,Metan/Propan,Automatic,2950
Nissan,Leaf,2012,Hatchback,89000,1445,Electric,Automatic,7200
Volkswagen,Phaeton,2005,Sedan,291000,3000,Diesel,Automatic,8650
Honda,Insight,2009,Hatchback,220000,1300,Petrol,Automatic,5600
Skoda,Fabia,2006,Combi,190400,1400,Petrol,Manual,2900
Toyota,Prius Prime,2017,Sedan,95000,1800,Plug-in Hybrid,Automatic,18500
Opel,Astra,2006,Universal,1,1300,Diesel,Manual,3300
Hyundai,Tucson,2006,Crossover,149000,1998,Petrol,Manual,5200
BMW,3 Series,2004,Sedan,244000,2000,Diesel,Automatic,2150
Suzuki,Swift,1995,Cabriolet,90000,1300,Petrol,Automatic,1150
Opel,Zafira,2006,Minivan,271000,1900,Diesel,Automatic,5300
Volvo,400 Series,1996,Sedan,250000,1800,Metan/Propan,Manual,1680
Volvo,V60,2014,Universal,190000,2400,Plug-in Hybrid,Automatic,14500
Skoda,Superb,2012,Sedan,1230000,1800,Petrol,Manual,7500
Honda,Civic,2010,Sedan,187000,1400,Hybrid,Automatic,4500
Nissan,Almera Tino,2005,Universal,187000,1800,Metan/Propan,Manual,2600
KIA,Ceed,2011,Universal,140000,1600,Petrol,Manual,3500
Ford,Fusion,2017,Sedan,1230000,2000,Hybrid,Automatic,9000
Volkswagen,Touareg,2013,SUV,120000,3000,Diesel,Automatic,9899
Toyota,Rav 4,2005,SUV,140000,2000,Diesel,Manual,4799
Renault,Modus,2009,Universal,120000,1500,Diesel,Manual,2399
Toyota,Rav 4,2005,SUV,140000,2000,Diesel,Manual,4799
Renault,Modus,2009,Universal,120000,1500,Diesel,Manual,2399
Honda,Jazz,2007,Hatchback,123000,1400,Petrol,Automatic,2450
Jaguar,XE,2016,Sedan,40000,2000,Diesel,Automatic,15000
Land Rover,Range Rover Sport,2016,SUV,1230000,3000,Diesel,Automatic,25000
Nissan,Leaf,2013,Hatchback,50000,100,Electric,Automatic,6250
Hyundai,Getz,2009,Hatchback,1230000,1400,Petrol,Automatic,2450
KIA,Sorento,2009,SUV,1230000,2500,Diesel,Automatic,5000
Nissan,Almera Tino,2005,Universal,1230000,1800,Metan/Propan,Manual,2650
Opel,Astra,2004,Universal,1230000,1700,Diesel,Manual,2600
Mazda,2,2007,Hatchback,1230000,1400,Diesel,Manual,2700
Volkswagen,Passat,2008,Sedan,163000,1900,Diesel,Manual,5499
Volkswagen,Polo,2007,Hatchback,190000,1400,Diesel,Manual,2799
Mitsubishi,Lancer,2007,Sedan,190000,2000,Petrol,Automatic,3250
Peugeot,307,2007,Universal,163000,1400,Diesel,Manual,2650
Ford,C-Max,2008,Universal,190000,1800,Diesel,Manual,3650
Skoda,Rapid,2014,Sedan,20000,1200,Petrol,Manual,7499
Nissan,Pathfinder,2009,SUV,123000,2500,Diesel,Manual,9999
Nissan,Pathfinder,2008,SUV,123000,2500,Diesel,Manual,7250
BMW,5 Series,2000,Sedan,333400,2000,Petrol,Manual,3299
Volkswagen,Golf,2009,Hatchback,173000,1400,Petrol,Automatic,7100
Volkswagen,Passat,2016,Sedan,1,1400,Plug-in Hybrid,Automatic,17500
Renault,Kadjar,2016,Crossover,142000,1500,Diesel,Automatic,12200
Toyota,Auris,2011,Hatchback,191100,1400,Diesel,Manual,6999
Renault,Grand Scenic,2009,Minivan,187000,1500,Diesel,Manual,3400
Renault,Megane,2008,Universal,118000,1500,Diesel,Manual,2950
Mercedes,B Class,2010,Universal,1230000,1700,Petrol,Automatic,4900
Honda,Civic,2009,Sedan,1230000,1400,Hybrid,Automatic,3900
Toyota,Corolla,2007,Universal,1230000,1400,Diesel,Manual,4950
Honda,CR-V,2009,SUV,1230000,2000,Metan/Propan,Automatic,8250
Suzuki,Grand Vitara,2010,SUV,123000,2000,Metan/Propan,Manual,4399
Volkswagen,Passat,2004,Sedan,190000,1900,Diesel,Manual,3250
Opel,Astra,2005,Sedan,163000,1600,Metan/Propan,Manual,1950
Dacia,Duster,2015,SUV,40000,1500,Diesel,Manual,5650
Mercedes,E Class,2017,Sedan,120000,2000,Metan/Propan,Automatic,12599
Toyota,Corolla,2006,Hatchback,190000,1400,Diesel,Automatic,4799
Toyota,Corolla,2007,Universal,163000,1400,Diesel,Manual,4750
Hyundai,Tucson,2008,Crossover,190000,2000,Diesel,Manual,5999
Nissan,Qashqai,2015,Crossover,122000,1500,Diesel,Manual,6999
Toyota,Corolla Verso,2009,Minivan,123000,2200,Diesel,Manual,5899
Opel,Astra,2009,Universal,163000,1300,Diesel,Manual,3599
Porsche,Cayenne,2006,SUV,1,4500,Metan/Propan,Automatic,32000
Honda,Insight,2009,Hatchback,250000,1300,Petrol,Automatic,5300
Skoda,Octavia,2005,Sedan,218000,1900,Diesel,Manual,5500
Volkswagen,Golf,2011,Hatchback,185000,1200,Petrol,Manual,6750
Audi,100,1989,Sedan,99999,2300,Petrol,Manual,750
Opel,Signum,2006,Hatchback,190000,3000,Diesel,Manual,2200
Lexus,CT Series,2018,Hatchback,30000,1798,Hybrid,Automatic,10800
Renault,Espace,2016,Minivan,162000,1600,Diesel,Automatic,16000
BMW,5 Series,1993,Sedan,329587,1991,Petrol,Manual,1650
BMW,6 Series,2014,Sedan,139000,3000,Petrol,Automatic,27700
Renault,Megane,2017,Sedan,73000,1600,Petrol,Manual,8490
BMW,X5,2005,SUV,210000,3000,Diesel,Automatic,7000
Opel,Astra,2007,Coupe,184000,1400,Petrol,Manual,3650
Hyundai,Getz,2006,Hatchback,207100,1500,Diesel,Manual,3200
Cadillac,Escalade,2003,SUV,1,6000,Metan/Propan,Automatic,22000
Renault,Grand Scenic,2006,Minivan,350,1500,Diesel,Manual,3850
Opel,Astra,2001,Universal,300,1700,Diesel,Manual,1650
BMW,3 Series,1999,Sedan,324000,1887,Metan/Propan,Manual,2800
Volkswagen,Polo,2005,Sedan,3333333,1900,Diesel,Manual,3900
Skoda,Fabia,2011,Universal,165000,1200,Petrol,Manual,4700
Volkswagen,Golf,2015,Universal,210000,2000,Diesel,Automatic,8100
Toyota,Urban Cruiser,2010,Crossover,179446,1364,Diesel,Manual,9750
Volkswagen,Touran,2006,Minivan,140000,1400,Petrol,Manual,4299
Skoda,Octavia,2011,Universal,225044,1600,Metan/Propan,Manual,7200
Seat,Ibiza,2011,Hatchback,258000,1200,Diesel,Manual,4199
Dacia,Logan Mcv,2015,Universal,128000,1200,Metan/Propan,Manual,5499
Land Rover,Freelander,2010,SUV,231000,2200,Diesel,Manual,11300
Toyota,Auris,2014,Universal,17,1800,Hybrid,Automatic,9500
Toyota,Avensis,2003,Universal,228000,2000,Diesel,Manual,6200
BMW,5 Series,1997,Sedan,11222,2000,Petrol,Manual,4000
Toyota,Camry,2016,Sedan,81000,2490,Hybrid,Automatic,16000
Mercedes,E Class,2008,Sedan,142000,2200,Diesel,Automatic,13000
KIA,Rio,2013,Hatchback,113,1400,Diesel,Manual,4999
Opel,Combo,2012,Minivan,175,1300,Diesel,Manual,3699
Renault,Kadjar,2016,Crossover,168000,1500,Diesel,Automatic,14500
Renault,Kadjar,2017,Crossover,182000,1500,Diesel,Automatic,14400
BMW,5 Series,2014,Sedan,114000,1997,Petrol,Automatic,15800
Mitsubishi,Lancer,2008,Sedan,86000,2000,Petrol,Manual,7900
Volvo,XC90,2005,SUV,351000,2400,Diesel,Automatic,11500
BMW,5 Series,2003,Sedan,322000,2200,Petrol,Manual,7700
Vaz,21099,2019,Sedan,98000,1500,Petrol,Manual,500
BMW,7 Series,2010,Sedan,211500,3000,Petrol,Automatic,15500
Opel,Astra,1993,Hatchback,390698,1600,Petrol,Manual,1650
Lexus,RX Series,2015,Crossover,60000,2700,Petrol,Automatic,24000
Porsche,Macan,2017,Crossover,70000,2000,Petrol,Automatic,36700
Skoda,Superb,2005,Sedan,310,2500,Diesel,Automatic,5690
Lexus,IS Series,2017,Sedan,80000,2000,Petrol,Automatic,17500
Volkswagen,Bora,2000,Cabriolet,330000,1600,Petrol,Manual,3300
KIA,Optima,2016,Sedan,111000,1700,Diesel,Automatic,13400
Volkswagen,Passat,2008,Universal,264000,2000,Diesel,Manual,6900
Honda,CR-V,2010,Crossover,160000,2000,Petrol,Manual,10700
Volkswagen,Touran,2006,Minivan,166600,1400,Petrol,Manual,5000
BMW,5 Series,1996,Sedan,260,2800,Petrol,Manual,3500
Volkswagen,Passat,1992,Universal,45000,1800,Metan/Propan,Manual,1000
Buick,Encore,2018,Crossover,119458,1400,Petrol,Automatic,8700
Hyundai,Santa FE,2007,Minivan,177000,2200,Diesel,Manual,4900
Mercedes,M Class,2001,SUV,300000,2700,Diesel,Automatic,6400
Vaz,2110,1999,Sedan,100000,1500,Petrol,Manual,8500
Volkswagen,Golf,1985,Minivan,250000,1800,Petrol,Manual,900
Volkswagen,Golf,2011,Hatchback,176107,1600,Diesel,Manual,8200
Volkswagen,Golf,2008,Hatchback,244000,1400,Petrol,Automatic,5900
Volvo,S60,2007,Sedan,31500,2400,Diesel,Manual,3300
Mercedes,CLS Class,2012,Sedan,93000,2500,Diesel,Automatic,17200
Honda,CR-V,2008,Crossover,199999,1999,Metan/Propan,Manual,10000
Skoda,Superb,2018,Sedan,78000,1986,Diesel,Automatic,12000
BMW,7 Series,2010,Sedan,265000,4000,Diesel,Automatic,21000
Vaz,2104,1989,Universal,180000,1300,Petrol,Manual,1200
BMW,2 Series,2016,Hatchback,16,1500,Diesel,Automatic,13800
Dacia,Lodgy,2014,Minivan,41000,1500,Diesel,Manual,8300
Skoda,Octavia,2013,Universal,143000,1400,Petrol,Manual,9350
Lexus,RX Series,2009,SUV,190000,350,Hybrid,Automatic,16550
Ford,Focus,2008,Universal,187000,1400,Petrol,Manual,3000
Hyundai,Matrix,2007,Universal,187000,1500,Diesel,Manual,2200
Peugeot,206,2005,Hatchback,190000,1400,Petrol,Manual,2000
Mercedes,Series (W124),1992,Sedan,100000,3000,Metan/Propan,Manual,2200
Dacia,Logan Mcv,2007,Minivan,0,1400,Metan/Propan,Manual,2700
Volkswagen,Golf,2006,Universal,111111,1400,Petrol,Manual,4100
Vaz,2121niva,2004,SUV,4200,1700,Petrol,Manual,7700
Volvo,XC90,2018,Crossover,70800,2000,Petrol,Automatic,28900
Dacia,Logan,2016,Sedan,195492,900,Petrol,Automatic,7400
Renault,Talisman,2016,Sedan,141000,1600,Diesel,Automatic,16899
Peugeot,607,2005,Sedan,235000,2700,Diesel,Automatic,1300
Nissan,Qashqai+2,2013,Crossover,148000,1500,Diesel,Manual,9700
BMW,3 Series,2000,Sedan,1111111,1900,Metan/Propan,Manual,3500
Toyota,Prius +,2015,Universal,240000,1798,Hybrid,Automatic,12555
Volkswagen,Jetta,2011,Sedan,110000,1200,Petrol,Manual,6750
Toyota,Rav 4,2017,Crossover,40000,2500,Hybrid,Automatic,21299
Dacia,Logan Mcv,2013,Minivan,88563,898,Petrol,Manual,6050
Suzuki,Ignis,2005,Microvan,270000,1300,Diesel,Manual,2650
Toyota,Prius v,2015,Universal,240000,1798,Hybrid,Automatic,12555
Mercedes,C Class,2003,Sedan,315000,2200,Diesel,Manual,5400
Volkswagen,Golf,1996,Hatchback,350653,1600,Metan/Propan,Manual,10
Honda,Insight,2019,Hatchback,36000,1500,Hybrid,Automatic,15900
Jeep,Grand Cherokee,2008,SUV,212000,300,Diesel,Automatic,12000
BMW,X5,2002,SUV,229000,3000,Petrol,Automatic,8299
KIA,Carnival,1999,Cabriolet,23,2900,Diesel,Manual,800
BMW,3 Series,1995,Sedan,330255,1596,Petrol,Manual,3000
Renault,Clio,2008,Hatchback,74000,1998,Petrol,Manual,9000
Mercedes,E Class,2013,Sedan,182000,2000,Petrol,Automatic,16900
Mercedes,E Class,2012,Sedan,256000,1800,Metan/Propan,Automatic,13500
Mercedes,E Class,2003,Sedan,321000,2200,Diesel,Automatic,7600
Dacia,Logan Mcv,2007,Universal,356987,1461,Diesel,Manual,2899
Dacia,Logan,2014,Sedan,450966,1198,Metan/Propan,Manual,2699
Hyundai,Tucson,2006,SUV,116249,2000,Metan/Propan,Manual,5499
Ford,Mondeo,2005,Sedan,245326,2200,Diesel,Manual,4199
Chevrolet,Orlando,2013,Minivan,183000,1798,Petrol,Manual,7499
Seat,Leon,2010,Hatchback,220153,1390,Petrol,Manual,5199
Volkswagen,Golf,2010,Universal,142000,1200,Petrol,Automatic,6400
BMW,5 Series,2012,Sedan,210000,2000,Petrol,Automatic,12500
Renault,Megane,2006,Universal,1,1500,Diesel,Manual,3800
Toyota,Land Cruiser,2013,SUV,160000,4497,Diesel,Automatic,43200
Audi,A4,2017,Sedan,22000,2000,Petrol,Automatic,25000
Volvo,S60,2005,Sedan,280000,2400,Diesel,Automatic,5000
Volkswagen,Passat,2010,Universal,160000,1400,Metan/Propan,Automatic,6600
Volkswagen,Passat,2001,Sedan,422,1900,Diesel,Manual,3450
Ford,Focus,2017,Hatchback,181000,1500,Diesel,Manual,8400
Skoda,Fabia,2011,Universal,169000,1200,Diesel,Manual,5600
Volkswagen,Golf,2000,Hatchback,224000,1400,Petrol,Manual,2800
Toyota,Avensis,2008,Universal,180,2000,Diesel,Manual,2999
Honda,Insight,2010,Sedan,230000,1300,Hybrid,Automatic,6300
Mercedes,Vito,1998,Minivan,240000,2300,Diesel,Manual,2750
Skoda,Superb,2012,Sedan,172000,1800,Petrol,Manual,8500
Ford,Focus,2016,Sedan,85000,100,Petrol,Automatic,8500
Dacia,Sandero,2015,Hatchback,118200,1200,Petrol,Manual,5500
Jaguar,XE,2017,Sedan,31000,2000,Petrol,Automatic,19999
Volkswagen,Caddy,2015,Combi,158260,1395,Metan/Propan,Manual,200000
Skoda,Fabia,2016,Universal,187,1422,Diesel,Manual,7200
Vaz,2102,1981,Universal,98000,1200,Petrol,Manual,680
Dacia,Logan,2021,Sedan,0,999,Petrol,Manual,9930
Opel,Astra,2002,Hatchback,187000,1700,Diesel,Manual,1500
BMW,X5,2011,Crossover,240000,3000,Diesel,Automatic,20900
Land Rover,Range Rover,2011,SUV,180000,4400,Diesel,Automatic,23900
Chrysler,Stratus,1998,Cabriolet,174000,2000,Petrol,Manual,3300
Mercedes,E Class,2007,Universal,205000,1800,Petrol,Automatic,9300
Toyota,Corolla,2005,Universal,230000,1400,Diesel,Manual,5400
Rover,600 Series,1996,Sedan,294000,1997,Metan/Propan,Manual,1750
Renault,Scenic,2013,Hatchback,173000,1500,Diesel,Manual,7100
Porsche,Cayenne,2012,Crossover,153400,3000,Petrol,Automatic,23500
Volkswagen,Golf,1998,Hatchback,280000,1400,Metan/Propan,Manual,2777
Mercedes,B Class,2014,Hatchback,179000,1500,Diesel,Automatic,9400
Volkswagen,Passat,2003,Universal,12345,1900,Diesel,Automatic,1550
Opel,Combo,2004,Combi,12345,1700,Diesel,Manual,1550
Volkswagen,Tiguan,2012,SUV,139000,1400,Petrol,Manual,10750
Ford,Mondeo,2015,Universal,195000,1500,Diesel,Manual,10500
BMW,7 Series,2003,Sedan,400,3000,Diesel,Automatic,6900
Skoda,Octavia,2015,Universal,198000,1400,Petrol,Manual,8999
Audi,Q7,2011,Crossover,170000,3000,Petrol,Automatic,18222
Toyota,Land Cruiser Prado,2003,SUV,300000,2700,Metan/Propan,Automatic,10100
Volkswagen,Golf,2001,Hatchback,268000,1600,Petrol,Automatic,3000
Renault,Kadjar,2017,Crossover,148000,1500,Diesel,Automatic,13900
Smart,Fortwo,2017,Coupe,15000,0,Electric,Automatic,10900
Hyundai,Tucson,2006,Crossover,200375,2000,Metan/Propan,Manual,6800
Mercedes,Vito,2015,Minivan,180000,1600,Diesel,Manual,13799
